id,employee_id,trip_id,pickup_date,pickup_time
1830281,1003382,1379190,1/7/2022,23:00
1830282,1001002,1379191,1/8/2022,12:40
1830283,1001556,1379191,1/8/2022,12:15
1830284,1003383,1379191,1/8/2022,12:25
1830285,1003403,1379191,1/8/2022,12:00
1830286,1001002,1379192,1/7/2022,23:00
1830287,1001556,1379192,1/7/2022,23:00
1830288,1003383,1379192,1/7/2022,23:00
1830289,1003403,1379192,1/7/2022,23:00
1830290,1003385,1379193,1/8/2022,16:00
1830291,1000657,1379194,1/8/2022,12:20
1830292,1003399,1379194,1/8/2022,12:00
1830293,1000657,1379195,1/7/2022,23:00
1830294,1003399,1379195,1/7/2022,23:00
1830295,1000661,1379196,1/4/2022,12:15
1830296,1000662,1379196,1/4/2022,12:15
1830297,1002113,1379196,1/4/2022,12:15
1830298,1002428,1379196,1/4/2022,12:15
1830299,1000661,1379197,1/3/2022,23:00
1830300,1000662,1379197,1/3/2022,23:00
1830301,1002113,1379197,1/3/2022,23:00
1830302,1002428,1379197,1/3/2022,23:00
1830303,1000658,1379198,1/4/2022,11:50
1830304,1002115,1379198,1/4/2022,11:50
1830305,1003400,1379198,1/4/2022,16:34
1830306,1003401,1379198,1/4/2022,11:30
1830307,1000658,1379199,1/3/2022,23:00
1830308,1002115,1379199,1/3/2022,23:00
1830309,1003400,1379199,1/3/2022,23:00
1830310,1003401,1379199,1/3/2022,23:00
1830311,1003407,1379200,1/4/2022,13:00
1830312,1003408,1379200,1/4/2022,13:25
1830313,1003407,1379201,1/3/2022,23:00
1830314,1003408,1379201,1/3/2022,23:00
1830315,1003304,1379202,1/4/2022,12:30
1830316,1003404,1379202,1/4/2022,12:15
1830317,1003405,1379202,1/4/2022,12:15
1830318,1003304,1379203,1/3/2022,23:00
1830319,1003404,1379203,1/3/2022,23:00
1830320,1003405,1379203,1/3/2022,23:00
1830321,1001475,1379204,1/4/2022,13:00
1830322,1001475,1379205,1/3/2022,23:00
1830323,1003374,1379206,1/4/2022,12:05
1830324,1003375,1379206,1/4/2022,11:45
1830325,1003381,1379206,1/4/2022,12:05
1830326,1003382,1379206,1/4/2022,12:05
1830327,1003374,1379207,1/3/2022,23:00
1830328,1003375,1379207,1/3/2022,23:00
1830329,1003381,1379207,1/3/2022,23:00
1830330,1003382,1379207,1/3/2022,23:00
1830331,1001002,1379208,1/4/2022,12:40
1830332,1001556,1379208,1/4/2022,12:15
1830333,1003383,1379208,1/4/2022,12:25
1830334,1003403,1379208,1/4/2022,12:00
1830335,1001002,1379209,1/3/2022,23:00
1830336,1001556,1379209,1/3/2022,23:00
1830337,1003383,1379209,1/3/2022,23:00
1830338,1003403,1379209,1/3/2022,23:00
1830339,1003385,1379210,1/4/2022,16:00
1830340,1000657,1379211,1/4/2022,12:20
1830341,1003399,1379211,1/4/2022,12:00
1830342,1000657,1379212,1/3/2022,23:00
1830343,1003399,1379212,1/3/2022,23:00
1830344,1000661,1379213,1/5/2022,12:15
1830345,1000662,1379213,1/5/2022,12:15
1830346,1002113,1379213,1/5/2022,12:15
1830347,1002428,1379213,1/5/2022,12:15
1830348,1000661,1379214,1/4/2022,23:00
1830349,1000662,1379214,1/4/2022,23:00
1830350,1002113,1379214,1/4/2022,23:00
1830351,1002428,1379214,1/4/2022,23:00
1830352,1000658,1379215,1/5/2022,11:50
1830353,1002115,1379215,1/5/2022,11:50
1830354,1003400,1379215,1/5/2022,16:34
1830355,1003401,1379215,1/5/2022,11:30
1830356,1000658,1379216,1/4/2022,23:00
1830357,1002115,1379216,1/4/2022,23:00
1830358,1003400,1379216,1/4/2022,23:00
1830359,1003401,1379216,1/4/2022,23:00
1830360,1003407,1379217,1/5/2022,13:00
1830361,1003408,1379217,1/5/2022,13:25
1830362,1003407,1379218,1/4/2022,23:00
1830363,1003408,1379218,1/4/2022,23:00
1830364,1003304,1379219,1/5/2022,12:30
1830365,1003404,1379219,1/5/2022,12:15
1830366,1003405,1379219,1/5/2022,12:15
1830367,1003304,1379220,1/4/2022,23:00
1830368,1003404,1379220,1/4/2022,23:00
1830369,1003405,1379220,1/4/2022,23:00
1830370,1001475,1379221,1/5/2022,13:00
1830371,1001475,1379222,1/4/2022,23:00
1830372,1003374,1379223,1/5/2022,12:05
1830373,1003375,1379223,1/5/2022,11:45
1830374,1003381,1379223,1/5/2022,12:05
1830375,1003382,1379223,1/5/2022,12:05
1830376,1003374,1379224,1/4/2022,23:00
1830377,1003375,1379224,1/4/2022,23:00
1830378,1003381,1379224,1/4/2022,23:00
1830379,1003382,1379224,1/4/2022,23:00
1830380,1001002,1379225,1/5/2022,12:40
1830381,1001556,1379225,1/5/2022,12:15
1830382,1003383,1379225,1/5/2022,12:25
1830383,1003403,1379225,1/5/2022,12:00
1830384,1001002,1379226,1/4/2022,23:00
1830385,1001556,1379226,1/4/2022,23:00
1830386,1003383,1379226,1/4/2022,23:00
1830387,1003403,1379226,1/4/2022,23:00
1830388,1003385,1379227,1/5/2022,16:00
1830389,1000657,1379228,1/5/2022,12:20
1830390,1003399,1379228,1/5/2022,12:00
1830391,1000657,1379229,1/4/2022,23:00
1830392,1003399,1379229,1/4/2022,23:00
1830393,1003391,1379230,1/5/2022,4:55
1830394,1003406,1379231,1/5/2022,16:00
1830395,1003391,1379232,1/6/2022,5:30
1830396,1003391,1379233,1/10/2022,6:30
1830397,1003406,1379234,1/12/2022,15:30
1830398,1003391,1379235,1/13/2022,6:30
1830399,1003406,1379236,1/13/2022,15:30
1830401,1003409,1379237,1/13/2022,15:30
1830402,1003404,1379238,1/13/2022,13:30
1830403,1000712,1379238,1/13/2022,13:45
1830404,1000712,1379239,1/12/2022,23:30
1830405,1003404,1379239,1/12/2022,23:30
1830406,1003404,1379240,1/12/2022,13:30
1830407,1000712,1379240,1/12/2022,13:45
1830408,1000712,1379241,1/11/2022,23:30
1830409,1003404,1379241,1/11/2022,23:30
1830410,1003404,1379242,1/11/2022,13:30
1830411,1000712,1379242,1/11/2022,13:45
1830412,1000712,1379243,1/8/2022,23:30
1830413,1003404,1379243,1/10/2022,23:30
1830414,1003404,1379244,1/10/2022,13:30
1830415,1000712,1379244,1/10/2022,13:45
1830416,1003385,1379245,1/10/2022,16:00
1830417,1003385,1379246,1/11/2022,16:00
1830418,1003385,1379247,1/12/2022,16:00
1830419,1003385,1379248,1/13/2022,16:00
1830420,1003336,1379249,1/10/2022,5:00
1830421,1003336,1379250,1/10/2022,15:00
1830422,1003339,1379251,1/10/2022,13:15
1830423,1003410,1379251,1/10/2022,13:50
1830424,1003336,1379252,1/11/2022,5:00
1830425,1003336,1379253,1/11/2022,15:00
1830426,1003410,1379254,1/11/2022,0:00
1830427,1003339,1379254,1/11/2022,0:00
1830428,1003339,1379255,1/11/2022,13:15
1830429,1003410,1379255,1/11/2022,13:50
1830430,1003410,1379256,1/12/2022,0:00
1830431,1003339,1379256,1/12/2022,0:00
1830432,1003336,1379257,1/12/2022,15:00
1830433,1003336,1379258,1/12/2022,5:00
1830434,1003339,1379259,1/12/2022,13:15
1830435,1003410,1379259,1/12/2022,13:50
1830436,1003410,1379260,1/13/2022,0:00
1830437,1003339,1379260,1/13/2022,0:00
1830438,1003336,1379261,1/13/2022,15:00
1830439,1003336,1379262,1/13/2022,5:00
1830440,1003339,1379263,1/13/2022,13:15
1830441,1003410,1379263,1/13/2022,13:50
1830442,1003410,1379264,1/14/2022,0:00
1830443,1003339,1379264,1/14/2022,0:00
1830444,1003336,1379265,1/14/2022,15:00
1830445,1003336,1379266,1/14/2022,5:00
1830446,1003339,1379267,1/14/2022,13:15
1830447,1003410,1379267,1/14/2022,13:50
1830448,1003404,1379268,1/14/2022,13:30
1830449,1000712,1379268,1/14/2022,13:50
1830450,1000712,1379269,1/13/2022,23:30
1830451,1003404,1379269,1/13/2022,23:30
1830452,1003385,1379270,1/14/2022,16:00
1830453,1000712,1379271,1/14/2022,23:30
1830454,1003404,1379271,1/14/2022,23:30
1830455,1003410,1379272,1/15/2022,0:00
1830456,1003336,1379272,1/15/2022,0:00
1830457,1003335,1379273,1/17/2022,4:30
1830458,1003411,1379274,1/17/2022,4:45
1830459,1003384,1379275,1/17/2022,5:30
1830460,1003412,1379276,1/17/2022,2:00
1830461,1003413,1379277,1/17/2022,2:20
1830462,1003335,1379278,1/17/2022,15:00
1830463,1003411,1379279,1/17/2022,15:00
1830464,1003384,1379280,1/17/2022,16:00
1830465,1003412,1379281,1/17/2022,12:00
1830466,1003413,1379282,1/17/2022,12:00
1830467,1003385,1379283,1/17/2022,16:00
1830468,1003411,1379284,1/18/2022,4:45
1830469,1003411,1379285,1/18/2022,15:00
1830470,1003384,1379286,1/18/2022,5:30
1830471,1003384,1379287,1/18/2022,16:00
1830472,1003385,1379288,1/18/2022,16:00
1830473,1003412,1379289,1/18/2022,2:00
1830474,1003412,1379290,1/18/2022,12:00
1830475,1003335,1379291,1/18/2022,4:30
1830476,1003335,1379292,1/18/2022,15:00
1830477,1003413,1379293,1/18/2022,2:20
1830478,1003413,1379294,1/18/2022,12:00
1830479,1003411,1379295,1/19/2022,4:45
1830480,1003411,1379296,1/19/2022,15:00
1830481,1003384,1379297,1/19/2022,5:30
1830482,1003384,1379298,1/19/2022,16:00
1830483,1003385,1379299,1/19/2022,16:00
1830484,1003412,1379300,1/19/2022,2:00
1830485,1003412,1379301,1/19/2022,12:00
1830486,1003335,1379302,1/19/2022,4:30
1830487,1003335,1379303,1/19/2022,15:00
1830488,1003413,1379304,1/19/2022,2:20
1830489,1003413,1379305,1/19/2022,12:00
1830490,1003411,1379306,1/20/2022,4:45
1830491,1003411,1379307,1/20/2022,15:00
1830492,1003384,1379308,1/20/2022,5:30
1830493,1003384,1379309,1/20/2022,16:00
1830494,1003385,1379310,1/20/2022,16:00
1830495,1003412,1379311,1/20/2022,2:00
1830496,1003412,1379312,1/20/2022,12:00
1830497,1003335,1379313,1/20/2022,4:30
1830498,1003335,1379314,1/20/2022,15:00
1830499,1003413,1379315,1/20/2022,2:20
1830500,1003413,1379316,1/20/2022,12:00
1830501,1003411,1379317,1/21/2022,4:45
1830502,1003411,1379318,1/21/2022,15:00
1830503,1003384,1379319,1/21/2022,5:30
1830504,1003384,1379320,1/21/2022,16:00
1830505,1003385,1379321,1/21/2022,16:00
1830506,1003412,1379322,1/21/2022,2:00
1830507,1003412,1379323,1/21/2022,12:00
1830508,1003335,1379324,1/21/2022,4:30
1830509,1003335,1379325,1/21/2022,15:00
1830510,1003413,1379326,1/21/2022,2:20
1830511,1003413,1379327,1/21/2022,12:00
1830512,1003411,1379328,1/22/2022,4:45
1830513,1003411,1379329,1/22/2022,15:00
1830514,1003384,1379330,1/22/2022,5:30
1830515,1003384,1379331,1/22/2022,16:00
1830516,1003385,1379332,1/22/2022,16:00
1830517,1003412,1379333,1/22/2022,2:00
1830518,1003412,1379334,1/22/2022,12:00
1830519,1003335,1379335,1/22/2022,4:30
1830520,1003335,1379336,1/22/2022,15:00
1830521,1003413,1379337,1/22/2022,2:20
1830522,1003413,1379338,1/22/2022,12:00
1830523,1003411,1379339,1/24/2022,4:45
1830524,1003411,1379340,1/24/2022,15:00
1830525,1003385,1379341,1/24/2022,16:00
1830526,1003412,1379342,1/24/2022,2:00
1830527,1003335,1379343,1/24/2022,4:30
1830528,1003335,1379344,1/24/2022,15:00
1830529,1003413,1379345,1/24/2022,2:20
1830530,1003413,1379346,1/24/2022,12:00
1830531,1003411,1379347,1/25/2022,4:45
1830532,1003411,1379348,1/25/2022,15:00
1830533,1003385,1379349,1/25/2022,16:00
1830534,1003412,1379350,1/25/2022,2:00
1830535,1003335,1379351,1/25/2022,4:30
1830536,1003335,1379352,1/25/2022,15:00
1830537,1003413,1379353,1/25/2022,2:20
1830538,1003413,1379354,1/25/2022,12:00
1830539,1003411,1379355,1/26/2022,4:45
1830540,1003411,1379356,1/26/2022,15:00
1830541,1003385,1379357,1/26/2022,16:00
1830542,1003412,1379358,1/26/2022,2:00
1830543,1003335,1379359,1/26/2022,4:30
1830544,1003335,1379360,1/26/2022,15:00
1830545,1003413,1379361,1/26/2022,2:20
1830546,1003413,1379362,1/26/2022,12:00
1830547,1003411,1379363,1/27/2022,4:45
1830548,1003411,1379364,1/27/2022,15:00
1830549,1003385,1379365,1/27/2022,16:00
1830550,1003412,1379366,1/27/2022,2:00
1830551,1003335,1379367,1/27/2022,4:30
1830552,1003335,1379368,1/27/2022,15:00
1830553,1003413,1379369,1/27/2022,2:20
1830554,1003413,1379370,1/27/2022,12:00
1830555,1003411,1379371,1/28/2022,4:45
1830556,1003411,1379372,1/28/2022,15:00
1830557,1003385,1379373,1/28/2022,16:00
1830558,1003412,1379374,1/28/2022,2:00
1830559,1003335,1379375,1/28/2022,4:30
1830560,1003335,1379376,1/28/2022,15:00
1830561,1003413,1379377,1/28/2022,2:20
1830562,1003413,1379378,1/28/2022,12:00
1830563,1003411,1379379,1/29/2022,4:45
1830564,1003411,1379380,1/29/2022,15:00
1830565,1003385,1379381,1/29/2022,16:00
1830566,1003412,1379382,1/29/2022,2:00
1830567,1003335,1379383,1/29/2022,4:30
1830568,1003335,1379384,1/29/2022,15:00
1830569,1003413,1379385,1/29/2022,2:20
1830570,1003413,1379386,1/29/2022,12:00
1830571,1003333,1379387,1/24/2022,3:00
1830572,1003333,1379388,1/24/2022,13:30
1830573,1003333,1379389,1/25/2022,3:00
1830574,1003333,1379390,1/25/2022,13:30
1830575,1003333,1379391,1/26/2022,3:00
1830576,1003333,1379392,1/26/2022,13:30
1830577,1003333,1379393,1/27/2022,3:00
1830578,1003333,1379394,1/27/2022,13:30
1830579,1003333,1379395,1/28/2022,3:00
1830580,1003333,1379396,1/28/2022,13:30
1830581,1000661,1379397,1/26/2022,13:30
1830582,1000661,1379398,1/26/2022,23:30
1830583,1000661,1379399,1/27/2022,13:30
1830584,1000661,1379400,1/27/2022,23:30
1830585,1000661,1379401,1/28/2022,13:30
1830586,1000661,1379402,1/28/2022,23:30
1830587,1003385,1379403,1/25/2022,16:00
1830588,1003385,1379404,1/27/2022,16:00
1830589,1003385,1379405,1/28/2022,16:00
1830590,1003339,1379406,1/31/2022,5:00
1830591,1003339,1379407,1/31/2022,15:00
1830592,1003336,1379408,1/31/2022,5:00
1830593,1003336,1379409,1/31/2022,15:00
1830594,1003385,1379410,1/31/2022,16:00
1830595,1000661,1379411,1/31/2022,13:30
1830596,1003391,1379412,1/18/2022,6:00
1830597,1000661,1379413,2/1/2022,13:30
1830598,1003339,1379414,2/1/2022,5:00
1830599,1003339,1379415,2/1/2022,15:00
1830600,1003385,1379416,2/1/2022,16:00
1830601,1003336,1379417,2/1/2022,5:00
1830602,1003336,1379418,2/1/2022,15:00
1830603,1000661,1379419,2/2/2022,13:30
1830604,1003339,1379420,2/2/2022,5:00
1830605,1003339,1379421,2/2/2022,15:00
1830606,1003385,1379422,2/2/2022,16:00
